open,close
36.49,37.1075
37.165,37.695
37.75,37.835
37.795,37.785
38.285,37.62
37.63,38.02
37.94,38.665
38.76,38.175
38.13,38.06
38.055,37.68
37.765,38.275
38.42,38.17
38.32,38.59
38.455,38.665
38.25,38.485
38.49,38.58
38.295,38.595
38.48,38.435
38.4,38.7
38.3,38.4305
38.555,37.765
37.695,37.63
38.145,38.56
38.61,38.91
38.7675,39.05
38.915,38.355
38.6,39.02
38.835,39.3675
39.635,39.655
39.555,39.73
39.95,40.45
40.225,40.025
39.68,39.525
39.735,39.98
40.1,39.355
39.605,39.81
40.315,40.415
39.345,40.525
40.77,40.185
40.375,40.185
40.18,40.995
41.195,40.565
40.65,39.535
39.755,40.6
40.6,40.495
40.38,40.3075
39.62,40.7305
40.765,40.57
40.625,40.595
40.51,40.27
40.005,39.96
40.065,39.845
39.9,40.765
40.85,40.675
40.685,40.355
40.43,40.755
40.695,40.81
40.925,40.73
40.745,40.535
40.37,40.275
40.195,39.75
39.78,39.86
40.2975,39.97
40.13,39.865
39.495,38.69
38.8,38.2
38.14,38.24
38.415,38.175
38.015,38.23
38.29,38.045
38.065,38.84
39.12,38.575
38.76,38.83
38.985,39.16
39.05,39.285
39.365,39.44
39.645,39.285
39.395,39.275
39.215,39.195
39.035,38.585
38.74,38.475
38.45,38.085
38.325,38.605
38.64,39.015
39.035,38.8
38.78,38.835
38.69,37.56
37.56,37.73
37.77,38.095
37.91,37.645
37.5,37.45
37.525,36.825
36.975,36.8
36.74,36.695
37.365,37.49
37.615,37.105
37.285,36.945
36.75,35.78
36.14,35.955
35.445,35.56
35.5,34.485
35.0,35.325
35.045,35.245
35.33,36.18
36.805,37.0175
37.155,37.4
37.435,37.25
37.245,36.955
36.78,37.345
37.175,37.515
37.495,36.985
36.92,36.66
36.7,36.775
36.89,36.28
36.33,36.28
36.25,35.275
35.4,35.89
35.81,36.095
35.77,35.48
35.005,35.235
35.715,35.83
35.995,35.65
35.915,36.345
36.495,36.535
36.625,36.78
36.995,37.515
37.275,37.815
37.92,37.215
37.045,37.135
37.405,37.09
37.175,37.3
37.5,37.955
38.145,38.4775
39.105,38.355
38.45,37.885
38.22,37.305
37.465,36.77
36.535,36.7
36.645,36.85
36.95,36.69
36.82,37.005
37.175,36.835
36.93,36.545
36.775,35.775
35.6,35.215
35.32,35.74
35.815,36.24
36.37,35.11
34.895,34.365
34.815,34.655
34.98,34.445
34.825,35.395
35.285,35.075
35.155,35.24
35.265,35.5745
35.73,35.195
35.76,35.545
36.0,35.725
35.945,35.465
35.59,35.32
35.31,35.31
35.375,35.56
35.625,35.3
35.25,35.46
35.365,34.79
34.89,34.87
34.8,34.79
34.85,35.145
35.32,35.575
35.485,35.58
35.59,35.085
35.13,34.925
35.0,35.47
35.28,35.51
35.38,35.115
35.355,35.2
35.175,35.7
36.145,35.99
36.32,36.83
36.65,36.635
36.76,36.555
36.58,36.62
36.61,36.925
36.86,37.09
37.06,37.335
37.18,37.36
37.53,37.665
37.69,37.59
37.625,37.3
37.07,37.4
37.345,36.98
36.935,37.345
37.24,37.545
37.515,37.655
37.6,37.78
38.275,38.615
38.815,38.3
38.345,38.365
38.45,38.715
38.52,39.06
39.005,39.03
38.98,38.97
39.05,38.69
38.945,39.04
39.19,39.095
39.195,39.53
39.39,39.345
39.32,39.28
39.27,39.725
39.305,39.425
39.48,39.3
39.49,39.28
39.325,39.445
39.53,39.365
39.06,38.62
38.85,38.97
38.93,38.805
39.165,39.37
39.255,39.57
39.795,40.225
39.2,39.37
39.4,39.18
39.245,39.325
39.5,39.45
39.26,38.84
38.75,38.49
38.63,38.765
38.585,38.395
38.25,38.565
38.665,38.355
38.315,38.81
38.835,38.935
38.935,38.91
39.05,38.62
38.74,38.31
38.61,38.455
38.595,38.795
38.9,39.06
39.005,39.015
38.905,38.735
38.62,38.64
38.82,38.985
39.005,38.895
38.955,38.96
38.895,38.905
39.035,38.905
38.85,38.74
38.78,38.395
38.4,38.58
38.505,38.975
38.88,38.835
38.725,38.56
38.505,38.605
38.49,38.06
37.915,37.735
37.63,37.46
37.42,37.545
37.67,37.67
37.795,37.865
37.985,38.035
38.025,37.3
37.145,36.9775
37.265,37.66
37.59,37.06
37.0,37.585
37.275,37.635
37.78,37.73
37.84,37.305
37.205,37.225
37.4,37.945
38.01,37.5725
37.45,37.025
37.12,37.63
37.52,37.24
37.13,37.23
37.105,36.095
36.205,36.37
36.015,36.19
35.59,36.32
36.675,36.77
36.805,37.35
37.5,37.18
37.24,37.3
37.575,37.42
37.45,37.905
38.005,37.985
38.17,38.525
38.55,38.27
38.09,38.66
37.625,37.78
37.985,38.05
37.805,38.355
38.505,38.33
38.485,38.725
38.82,38.895
38.82,38.825
38.915,38.865
38.705,38.925
39.095,38.945
39.04,39.06
38.97,38.915
38.815,38.785
38.72,38.91
38.83,39.1
39.565,39.88
39.95,40.26
40.28,40.105
40.06,39.85
40.215,40.605
40.5,40.425
40.345,40.185
40.21,40.235
40.3,40.655
41.25,41.785
42.1,41.9
41.535,41.515
41.45,41.33
41.45,41.56
41.37,41.625
41.135,40.445
40.245,39.565
39.565,40.2175
40.775,40.015
40.1,39.72
39.925,40.27
40.75,40.715
40.735,40.635
40.715,40.915
40.83,41.19
41.035,40.895
41.095,41.025
41.065,40.72
40.07,39.94
40.17,39.615
39.875,40.59
41.165,41.245
40.495,39.895
40.145,40.115
40.74,40.435
40.025,40.21
40.3,39.79
39.63,40.305
40.4,40.6125
40.525,40.645
40.68,41.37
43.25,44.11
44.045,44.06
43.89,44.17
44.35,43.7825
44.005,44.525
44.29,43.765
43.84,43.995
43.99,44.245
44.0,44.35
44.355,44.82
44.75,44.5
44.255,44.41
44.685,45.59
45.58,45.395
45.545,45.9125
45.995,45.79
45.885,46.015
46.195,46.5
46.575,46.585
46.73,46.755
46.925,46.79
46.63,46.725
46.65,47.13
47.15,47.275
47.395,46.7425
46.665,47.1125
47.05,47.0
46.905,46.53
46.64,46.815
46.65,46.1075
46.195,46.52
46.08,46.09
46.06,45.71
45.985,46.69
46.34,46.645
47.0,47.0225
46.88,47.1925
47.0,47.92
48.38,48.88
49.245,48.73
48.94,48.685
48.555,48.9575
49.07,47.885
47.675,47.54
47.5,47.535
48.02,47.99
47.835,47.35
47.14,46.51
46.71,47.195
46.925,47.26
47.205,47.035
46.92,47.615
47.65,47.96
48.6,48.17
48.56,48.5
48.52,48.3
48.81,48.14
48.23,48.245
47.9,47.62
47.9,47.97
48.35,48.37
48.5,48.335
48.55,49.43
51.32,51.84
51.81,50.87
50.6,50.61
50.42,50.65
50.63,49.58
49.95,50.29
50.3,50.445
49.94,49.405
49.68,48.93
48.74,49.35
49.99,49.78
49.71,49.5
49.15,49.71
49.85,49.59
49.98,50.555
50.79,50.8
50.65,51.18
51.48,51.42
51.31,51.03
50.94,51.33
51.33,51.48
51.38,50.84
51.04,51.59
51.84,51.81
51.95,51.96
51.96,52.22
51.98,51.73
52.0,52.12
51.87,51.72
51.57,52.19
52.0,51.53
51.35,51.54
51.8,52.69
52.81,52.49
52.41,52.63
52.23,52.27
52.27,52.965
53.09,53.24
53.5,54.11
54.08,53.93
54.325,53.9
54.04,54.115
53.75,53.71
54.09,54.07
54.46,54.62
53.87,53.55
54.15,53.615
53.86,53.89
54.03,54.24
53.64,54.305
54.29,54.375
53.86,53.39
54.07,54.05
54.54,54.57
55.0,55.7
55.96,55.75
55.92,55.34
56.06,55.74
55.9,55.69
55.73,56.21
56.38,56.2
56.43,56.69
56.98,56.56
59.12,57.29
57.21,56.98
57.39,57.14
57.38,57.51
57.3,58.06
58.44,57.93
58.62,58.19
58.25,58.7
59.15,59.01
59.13,57.23
57.33,57.2
57.29,56.27
55.79,56.35
55.69,56.38
56.52,56.85
56.95,57.1
57.0,57.74
57.96,57.83
57.58,57.59
57.0,55.81
54.72,52.84
48.05,50.34
52.96,51.09
52.99,53.96
54.74,55.95
55.84,55.63
55.23,54.71
52.82,53.5
54.47,55.26
55.72,54.69
53.87,54.28
55.31,55.21
55.9,54.69
54.34,55.37
55.19,56.53
56.54,56.29
56.43,56.91
56.83,57.26
57.32,57.28
56.49,56.84
57.2,57.54
56.85,57.12
57.16,57.79
57.38,58.37
58.92,57.99
58.01,55.77
55.85,55.72
56.4,56.84
56.99,57.48
56.99,58.08
58.49,59.04
58.82,58.69
58.62,58.78
58.78,59.46
59.47,60.07
60.35,60.54
60.34,60.16
60.0,58.82
58.95,59.69
59.96,59.93
60.13,60.97
61.22,60.88
61.07,60.53
60.96,61.49
62.11,62.61
62.98,63.43
63.37,62.71
63.11,63.51
63.42,62.5
63.69,62.57
63.01,62.24
62.0,62.8
63.0355,61.96
62.17,62.28
62.05,61.97
61.75,61.34
61.54,62.18
62.55,61.87
61.34,61.07
60.89,59.74
59.5,60.68
60.95,60.55
60.66,61.8
61.8,61.46
61.96,61.99
62.14,62.64
62.06,61.96
62.05,62.19
62.19,62.18
62.1,61.39
61.08,61.37
61.63,61.22
61.37,59.55
59.86,61.75
61.75,61.89
61.69,62.16
61.71,61.18
61.13,61.87
60.86,59.82
60.04,59.92
60.55,59.98
60.32,60.35
60.66,59.515
59.2,58.62
58.89,59.54
59.94,59.99
60.26,60.34
60.37,60.32
60.02,60.19
60.46,61.13
61.22,60.82
60.65,60.03
58.77,58.26
58.79,58.65
57.7,58.13
56.88,56.69
57.41,56.63
57.0,57.82
58.39,59.46
59.8,57.87
57.51,58.98
57.07,58.0
58.67,58.55
57.57,56.92
57.84,59.03
57.55,59.17
59.36,57.71
57.92,58.61
58.87,57.63
58.29,59.285
59.78,60.77
60.66,61.4
60.66,60.695
60.88,59.53
59.41,58.29
58.1,54.49
53.09,54.14
53.19,54.42
55.28,55.14
53.89,54.92
55.56,55.86
56.79,56.41
56.7,57.63
57.57,56.96
56.92,57.67
58.63,58.87
58.45,58.46
57.21,58.11
58.46,58.75
59.0,58.34
58.25,58.21
58.77,60.04
59.83,59.56
59.12,59.04
59.14,58.7
58.44,58.0
57.58,57.6
57.78,57.07
57.51,57.52
58.1,57.59
57.58,58.65
58.32,59.08
58.65,59.67
59.47,59.55
59.91,59.7
59.56,59.1
59.0,59.38
59.14,58.83
58.7,58.36
58.56,58.96
58.82,59.55
60.0,60.01
59.77,59.7
59.61,61.02
61.1,60.25
59.88,60.04
60.02,60.83
60.59,61.17
61.5,61.04
61.22,60.9
58.95,59.5
60.32,60.21
60.26,60.13
60.24,60.51
60.69,60.89
61.16,60.9
61.04,60.9
60.9,60.64
59.01,57.68
57.62,57.77
58.05,57.72
57.51,56.9
56.59,56.42
56.02,56.23
56.29,57.36
56.7,56.25
55.98,56.39
56.37,56.25
55.96,56.31
56.32,56.64
56.85,57.49
57.13,56.23
56.57,56.3
56.43,55.82
55.7,55.53
55.38,54.88
54.76,54.8
54.43,54.55
54.88,54.62
54.62,54.6
54.74,55.44
55.2,55.15
55.55,55.29
55.36,55.15
55.5,54.89
54.76,54.82
54.9,54.62
54.71,54.61
54.72,55.59
55.65,55.3
55.5,55.22
55.15,55.58
54.92,54.865
54.79,55.04
55.05,55.57
55.64,55.35
54.9,55.53
55.61,55.31
55.77,55.38
55.52,55.81
55.88,55.61
55.98,56.13
54.05,54.68
54.2,53.69
54.1,54.85
55.42,56.74
56.81,57.12
57.04,56.99
56.81,56.77
56.52,56.75
56.66,56.91
56.92,56.51
56.8,56.32
56.65,57.48
56.8,56.48
57.0,57.59
57.69,57.41
57.59,56.92
56.85,56.76
57.0,57.54
57.62,57.6
57.6,57.9
57.72,57.95
58.58,58.31
58.38,57.85
57.88,58.21
58.18,58.05
58.0,57.63
57.25,56.73
56.46,55.94
56.05,55.42
55.8,55.9
55.97,55.36
55.39,55.2
55.37,55.62
55.75,55.47
55.27,55.47
55.65,55.25
55.25,55.37
55.77,55.8
55.78,55.53
55.46,54.94
54.98,55.85
56.17,56.4
57.0,57.09
57.04,57.29
57.48,57.29
57.22,56.8
56.66,56.4
56.31,56.23
56.3,56.31
56.52,56.18
56.18,56.02
56.19,56.32
56.1,55.3
55.14,54.35
53.92,54.71
54.39,53.98
54.26,53.9
53.96,54.11
53.94,53.74
53.96,53.01
53.4,53.3
53.43,53.98
54.2,54.39
54.0,54.43
54.28,54.04
54.0,54.19
53.88,53.98
53.88,53.45
53.65,54.14
54.1,53.84
54.13,53.53
53.5,53.35
53.3,53.14
53.37,53.46
53.53,53.3
53.13,52.92
53.01,53.16
52.88,52.95
53.12,53.08
52.94,52.76
53.24,52.61
52.91,53.15
53.36,53.59
53.42,53.63
53.9,54.18
54.1,53.67
53.6,53.63
53.6,53.59
53.65,53.53
53.7,53.07
53.14,52.5
52.34,52.98
52.99,51.77
51.43,52.75
53.5,54.49
54.4,54.62
53.2,54.58
54.64,53.57
53.43,53.93
53.93,54.22
54.09,54.59
54.33,55.44
55.215,55.85
55.72,55.77
55.51,56.1
56.32,57.12
56.91,57.59
57.7,57.43
57.0,57.59
57.64,58.17
58.19,57.97
57.34,58.51
56.649,57.21
56.96,57.5
57.66,57.44
57.54,58.76
59.0,58.65
58.92,58.75
58.54,58.77
58.99,59.31
59.03,58.75
57.9675,57.71
58.01,57.66
57.44,57.65
57.81,57.7
57.5,57.44
57.31,57.11
57.29,57.01
56.99,56.86
56.8,56.35
56.35,56.32
56.28,55.52
55.91,55.35
55.56,55.99
56.08,56.46
56.63,57.13
57.26,58.2
58.22,57.88
57.8,58.1
58.0,58.03
58.03,57.85
57.62,58.0
58.32,58.45
58.31,57.89
58.14,57.66
57.42,57.76
57.93,58.44
58.67,58.7
58.7,58.46
55.75,56.12
56.0,55.9
55.8,55.22
55.49,53.9
54.04,53.87
54.21,55.06
55.01,55.73
55.79,55.24
55.19,55.22
55.23,55.81
55.73,56.22
56.5,56.11
56.02,56.58
56.56,56.86
56.96,56.73
56.8,57.35
57.41,57.54
57.52,57.57
57.6,57.64
57.61,57.48
57.24,56.78
56.71,56.87
57.27,57.14
57.07,57.12
56.7,57.1
56.78,56.68
56.58,56.2
56.15,55.74
55.75,55.19
55.39,54.53
54.57,54.63
54.62,54.27
54.39,54.54
54.85,54.8
55.04,55.78
55.87,55.81
56.05,55.54
55.68,55.89
56.15,55.85
56.11,56.81
56.66,57.23
57.1,57.35
57.17,57.54
57.45,58.16
58.105,58.39
58.28,58.44
58.37,58.32
57.96,58.22
58.13,57.92
57.8,58.02
58.0,57.95
57.74,57.88
57.88,57.58
57.61,57.51
57.68,58.08
57.59,58.35
58.6,59.04
59.71,60.08
60.2,60.61
61.0,61.11
60.65,60.96
61.23,61.56
61.63,61.3
59.41,60.06
60.0,60.18
60.15,60.5
60.52,60.59
60.65,60.83
60.86,60.95
61.07,60.94
60.58,60.98
60.88,60.66
60.45,60.27
60.28,59.93
60.42,60.45
60.68,59.98
59.97,59.73
59.73,59.82
59.94,61.36
61.03,61.23
61.4,61.15
61.4,61.89
62.01,62.9
63.01,63.3
63.07,63.26
63.27,63.61
63.51,63.75
63.88,64.57
64.85,64.27
64.22,64.16
64.13,63.5
63.44,62.24
62.37,62.19
61.8,61.29
61.12,60.92
60.67,60.27
59.92,60.09
59.89,60.14
60.35,60.9
60.98,59.86
60.0,59.96
60.09,59.51
59.76,59.81
60.02,59.64
59.54,58.96
59.06,59.18
59.17,58.36
58.68,58.31
58.9,58.25
58.43,57.94
57.8,57.6
57.79,58.04
58.18,57.81
57.91,57.9
58.21,58.54
58.8,58.38
58.4,58.76
58.73,58.33
58.12,58.21
58.15,58.11
58.41,58.03
57.92,57.98
58.0,58.02
58.215,58.55
58.8,57.94
58.25,59.5
55.23,54.0
54.48,53.98
54.57,54.73
54.75,55.43
55.64,55.68
55.97,55.44
55.6,55.63
55.55,54.52
54.43,53.74
53.52,53.07
53.05,53.18
53.6,53.22
53.41,53.15
53.26,53.5
53.32,53.04
52.92,52.7
53.14,53.15
53.49,54.45
53.96,54.08
54.26,53.94
54.62,54.36
54.54,54.4
54.04,54.1
54.04,54.52
54.68,54.86
54.9,54.93
54.95,55.13
55.12,54.31
54.42,53.47
53.39,53.49
53.79,54.02
53.98,53.54
53.55,54.29
54.38,54.53
54.44,54.67
54.8,54.69
54.84,54.62
54.58,55.15
55.05,55.01
55.05,55.09
54.98,54.95
55.06,55.13
55.25,54.99
54.81,54.5
54.31,53.71
53.86,53.81
54.0,53.99
54.12,53.93
54.06,54.6
54.51,55.17
55.37,55.02
55.1,55.42
55.46,55.64
55.67,55.97
56.0,55.72
55.67,54.91
54.86,54.51
54.46,55.21
55.08,55.4
55.31,54.57
54.77,54.27
54.37,54.28
54.24,54.16
54.5,54.91
54.83,54.88
54.79,55.17
55.16,54.84
55.1,55.13
55.15,54.87
54.16,56.03
55.99,56.57
56.33,57.22
57.03,57.91
57.2,57.36
57.36,57.04
56.81,56.64
56.47,56.93
56.82,56.7
56.92,57.24
57.24,56.93
56.67,56.81
56.96,57.26
57.07,57.14
57.19,56.8
56.83,55.91
56.03,56.66
56.71,57.51
57.64,57.82
57.5,57.32
57.54,58.76
59.25,59.34
59.38,59.28
59.12,59.14
58.52,58.61
58.39,59.07
58.99,59.27
59.44,59.49
59.73,59.7
59.25,58.29
58.44,58.03
58.13,58.01
58.22,57.73
57.94,57.58
57.57,57.3
57.27,57.14
57.19,57.27
57.47,57.81
57.74,57.43
57.95,57.63
57.93,58.71
58.99,58.93
59.25,59.61
59.48,59.31
59.2,59.18
59.24,59.82
59.76,60.0
60.4,60.4
60.33,60.56
61.0,60.66
61.43,61.09
61.21,61.26
61.04,61.41
61.32,61.69
61.51,60.83
61.03,60.55
57.94,57.99
57.55,57.02
56.96,57.19
57.23,56.81
56.28,56.0
55.9,55.77
55.53,54.69
53.685,55.61
55.08,54.46
